cited_person_clean,wikidata_id,wikidata_label,cited_gender
Andre Mahe,Q521303,André Mahé,male
Armand Daganaud,,,unknown
Gerard Levrey,,,unknown
Erick Hornig,,,unknown
Yves Hermouet,,,unknown
Jean-Claude Richard,Q2305074,Jean-Claude Richard de Saint-Non,male
Jean - Marie Moreau,,,unknown
Jean-Pierre Guillon,Q114796976,Jean-Pierre Guillon,male
Michel Doublet,Q3309504,Michel Doublet,male
Lucien-Anicet Nauleau,,,unknown
J.F. Deniau,,,unknown
Jean D'Ogny,Q45037422,Jean d'Ogny,male
Pierre Le Cocq Philippe Bensac,,,unknown
Paul-Emile Victor,Q1307585,Paul-Émile Victor,male
J. Dusser,,,unknown
Louis Magdelenat,,,unknown
Fernand Crouzillat,,,unknown
Lucien Tronche,Q51845983,Lucien Tronchet,male
Gilles Du Verdier,,,unknown
Jean Charbonnel Jacques Lagrave,,,unknown
Jean-Pierre Dupont,Q3169246,Jean-Pierre Dupont,male
Bernadette Bourzai,Q2897356,Bernadette Bourzai,female
Annette Laborie,,,unknown
Baptiste Carminati Robert Poujade,,,unknown
Pierre-Marie Giroux,,,unknown
Jean-Baptiste Viallon,,,unknown
Francois Renaud,Q51281070,François Renaud,male
Christian De Crepy,,,unknown
Odette Simon,Q13909750,Odette Simons,female
Marcel Yanelli,,,unknown
Serge Pirat,,,unknown
Jean-Pierre Morin,Q1873743,Jean-Pierre Morin,male
Louis Marteil,,,unknown
Jean Cottarel,,,unknown
Charles Du Boishamon,,,unknown
Guy Betaux,Q109767713,Guy Bétaux,male
Claudy Lebreton,Q2978588,Claudy Lebreton,male
Andre Danielou,,,unknown
Monsieur Briand,,,unknown
Guy Moutaud,,,unknown
Jacques Chartron,Q3158517,Jacques Chartron,male
Serge Cleret,,,unknown
Robert Lafaye,Q2469249,Robert Nix,male
"Vu, Le Candidat",,,unknown
Jean Deveze,Q104030820,Jean Devèze,male
Marcel Roux,Q18651954,Marcel Roux,male
Jacques Detivaud,,,unknown
Edgar Bardague,,,unknown
Jean Arloing,,,unknown
Rene Mars,Q542395,René Marsiglia,male
Bernard Porteret,,,unknown
Jacques Reigney,,,unknown
Just Schevenement,,,unknown
Michel Mercadie,Q65592835,Michel Mercadier,male
Catherine Bourquard,,,unknown
Petitjean Debrosse Beaucourt,,,unknown
Alain Chaneaux,,,unknown
Georges Massacrier,,,unknown
Denis Roy,Q101112832,Denis Roy,male
Simone Weil,Q157309,Simone Weil,female
Andre Haselbauer,,,unknown
Francoise Laurent-Simonot,,,unknown
Jean-Pierre Rambaud,,,unknown
Gerard Vedrines,,,unknown
Francois Dubernet,,,unknown
F. Dubernet,,,unknown
Luc Cassius,,,unknown
Christian Jutel,,,unknown
Le Roger,,,unknown
Bernadette Roux,,,unknown
Jean Bougenaux,,,unknown
Francois Lanche,Q139172149,,unknown
Gaetan Levitre,Q63764616,Gaëtan Levitre,male
Freddy Deschaux Beaume,Q3087025,Freddy Deschaux-Beaume,male
Robert Machecourt,,,unknown
G. Lemoine,,,unknown
Daniel Bourgeot,,,unknown
Michel Lethuillier,Q65590640,Michel Lethuillier,male
Gisele Querite,,,unknown
Gerald Lair,Q3103898,Gerald Laird,male
Bruno Paillet,Q33258813,Bruno Paillet,male
Claude Perrot,Q65606933,Claude Perrot,male
Andre Lebat,,,unknown
Jean-Claude Cohu,,,unknown
Paul Antoine Luciani,,,unknown
Denis Celli,,,unknown
Pierre Poggioli,Q3386640,Pierre Poggioli,male
Michel Stefani,Q127329895,Michel Stefani,male
Rene Cordoliani,,,unknown
Paul Giacobbi,Q663987,Paul Giacobbi,male
Joseph Mariotti,,,unknown
Francois Xavier Riolacci,,,unknown
Nicole Goignet,,,unknown
Bernard Frances,Q62615778,Bernard Franceschetti,male
Jean Francois Simon,Q27767361,Jean François Simon,male
Mitterrand Poignant,,,unknown
Jean-Yves Le Borgne,Q27514758,Jean-Yves Le Borgne,male
Jacques Berthelot,Q115919783,Jacques Berthelot,male
Didier Huttin,,,unknown
Jo Lareur,,,unknown
Jacques Herrmann,,,unknown
Pierre L'Henaff,,,unknown
Marcel Simon,Q3289415,Marcel Simon,male
Daniel Maloisel,,,unknown
Claude Briscadieu,,,unknown
Maguy Pibouleau,,,unknown
Germaine Scoarnec,,,unknown
Georges Besse,Q1508821,Georges Besse,male
Yves Cam,Q12011126,Yves Camus,male
Herve Tinevez,,,unknown
Jean Kervision,,,unknown
Joseph Boulic,,,unknown
Christian Mouton,Q76751431,Christian Mouton,male
Jean Marie Andre Jacques Rosier,,,unknown
Jacques Rosier,Q79406638,Jacques Rosier-Dufond,male
General Lecornu,,,unknown
Gilbert Raynal,Q58454914,Gilbert Raynal,male
St Vincent Etienne Mourrut,,,unknown
Charles Tronc,Q84912362,Charles Tronc,male
Bernard Moal,Q84911761,Bernard Moal,male
Remy Francois,Q76324211,Rémy François Xavier Chauvin de Précourt,male
Georges Benedetti,Q1508800,Georges Benedetti,male
Cyprien Jullian,Q57710129,Cyprien Jullian,male
Michel Soulier,Q70072935,Michel Soulier,male
Charles Diet,Q61451163,Charles Diet,male
Edouard Chaulet,Q60157483,Édouard Chaulet,male
Ferdinand Durand,Q63253793,Ferdinand Durand,male
Fernand Leonard,Q58821439,Fernand Léonard,male
Narcisse Bolmont,Q62790358,Narcisse Bolmont,male
Paul Berrus,,,unknown
Pierre Ponthieu,,,unknown
Jean Zanesco,,,unknown
Plan Seguin,,,unknown
Hugues Sondag,,,unknown
Gilbert Melac,Q115661977,Gilbert Melac,male
Michel Veyssiere,Q65605415,Michel Veyssiere,male
Jean-Francois Lamarque,Q58097246,Jean-François Lamarque,male
Andre Marquerie,,,unknown
Yves Dahot,,,unknown
Francois-Xavier Bordeaux,,,unknown
Nelson Mandela,Q8023,Nelson Mandela,male
Roger Habans,,,unknown
Michel Jaquet,,,unknown
Yves Lecaudey,,,unknown
Pierre Favre,Q3384971,Pierre Favre,male
Alain Rousset,Q1768192,Alain Rousset,male
Michel Olivier,Q46520117,Michel Olivier,male
Claude Espied,,,unknown
Francis Naboulet,,,unknown
.- Boulin,,,unknown
Andre Teurlay,,,unknown
Jemaniche Pas,,,unknown
Jean-Pierre Molle,Q65593474,Jean-Pierre Mollet,male
Camille Cabana,Q2934879,Camille Cabana,male
Alain Boissonade,Q113168983,Alain Boissonade,male
Claude Barral,Q60213904,Claude Barral,male
Ernest Granier,Q16543988,Ernest Granier,male
Serge Fleurence,Q85632373,Serge Fleurence,male
Stephan Rossignol,Q3501530,Stéphan Rossignol,male
Jacqueline Quiles,,,unknown
Eliane Bauduin,Q87039009,Éliane Bauduin,female
Georges Fontes,Q3102717,Georges Fontès,male
Marc Schaumburg,Q57617371,Marc Schaumburg,male
Annie Anneix,,,unknown
Yann Clerc,Q3571622,Yann Clerc,male
Andre Che- Riaux,,,unknown
A. Cheriaux,,,unknown
Marcel Soulaine,,,unknown
Raymond Jouan,,,unknown
Jean Lanoe,,,unknown
Gwenael Pierre,,,unknown
Jean Laick,,,unknown
Jean Drouin,Q112505986,Jean Drouin,male
Jean-Pierre Emily,,,unknown
Danielle Faure,,,unknown
Francis Gerbaud,,,unknown
Lucien Ferrer,,,unknown
Edith Cres- Son,,,unknown
Armelle Gantier,,,unknown
Andre Vanhollebeke,Q115534095,André Vanhollebeke,male
Pierre Texier,Q65603323,Pierre Texier,male
Daniel Barrier,Q65565175,Daniel Barrier,male
Jean Verdon,Q3175002,Jean Verdon,male
Claude Croubois,Q78475049,Claude Croubois,male
Jacques Pouillault,,,unknown
Jean-Jacques Filleul Georges Bertin,,,unknown
Marie-France Beaufils,Q3291780,Marie-France Beaufils,female
Andree Bauge,,,unknown
Christiane Mora Henri Boussiquet,,,unknown
Monique Guillemot,,,unknown
Jean-Michel Bodin,,,unknown
Marcellin Sigonneau,,,unknown
Maurice Duron,,,unknown
Jean-Marie Gaillard Renaud Donnedieu De Vabres,,,unknown
Renaud Donnedieu De Vabres,Q707980,Renaud Donnedieu de Vabres,male
Patrick Cortey,,,unknown
Bernard Sauvage De Saint Marc,,,unknown
Genevieve Jonot,,,unknown
Raymond Avrillier,Q3420640,Raymond Avrillier,male
Georges Elisee,,,unknown
Jean Sahuc,,,unknown
Edwige Avice Suppleant Jean-Francois Delahais,,,unknown
Maurice Gaillard,Q60659375,Maurice Gaillard,male
Raymond Nadal,,,unknown
Boris Chesser,,,unknown
Pierre Grataloup,Q55599017,Pierre Grataloup,male
Michel Rival,Q111097530,Michel Rival,unknown
Bernard Fichet,Q102346360,Bernard Fichet,male
Andre Vallini,Q2848745,André Vallini,male
Gilles Moriconi,,,unknown
Jean-Marie Carrion,,,unknown
Marcel Fleury,Q3288944,Marcel Fleury,male
J.P.Santa Cruz,,,unknown
Jean Pierre Santa Cruz,Q3169743,Jean-Pierre Santa Cruz,male
Frederic Vernier,Q102437295,Frédéric Vernier,unknown
Jean-Michel Picot,,,unknown
Henri Salefran,,,unknown
Pierrette Fontenas,,,unknown
Roger Cales,,,unknown
Guy Barrouillet,,,unknown
J. Rolin,,,unknown
Francois Burdeyron,Q33210251,François Burdeyron,male
Miguel De Peyrecave,,,unknown
Kleber Loustau,Q3197941,Kléber Loustau,male
Patrice Martin,Q2424821,Patrice Martin,male
Pierre Pepin,Q122370302,Pierre Pépin,male
Jean-Jacques Mansart,,,unknown
Docteur Mosse,,,unknown
Me De Fraissinette,,,unknown
Docteur Jean Pibarot,,,unknown
Francois Dubanchet,Q3084488,François Dubanchet,male
Roger Fraisse,,,unknown
Francoise Gamper,,,unknown
Joseph-Henri Roux,,,unknown
Rene Viallon,,,unknown
Gerard Manet,Q1559004,Gérard Manet,male
M Erci,,,unknown
Daniel Maire,,,unknown
Raymond Petibout,,,unknown
Raymond Beni,Q16129123,Raymond Bénichou,male
Alain Boisseau,,,unknown
Amaury De Couespel,,,unknown
Roland Beraud,,,unknown
Claude Porte,Q19803159,Claude Porte,male
Jean-Pierre Dupuy,Q110454336,Jean-Pierre Dupuy,male
Paul Chanut,,,unknown
Pierre Mercier,Q106729177,Pierre Mercier,male
Gabriel Gay,Q24698863,Gabriel Gay,male
Jean-Pierre Brossier,Q65570261,Jean-Pierre Brossier,male
Alain Chenard Nelly Hucteau,,,unknown
Arnaud De Perier,Q50001893,Arnaud de Perier,male
Tony Lesaffre,,,unknown
Claude Bily,,,unknown
Robert Morin,Q3435967,Robert Morin,male
Marie-Antoinette Cheruy Nee Patuel,,,unknown
Aline Chitelman,,,unknown
Claude Constant,Q16027359,Claude-Constant Flusin,male
Suppleant Donatien De Sesmaisons,,,unknown
Jean-Pierre Baudouin,,,unknown
Christophe Bouhier,,,unknown
Claudie Gaudin,,,unknown
Jacques Lapalus,Q98668693,Jacques Lapalus,male
Dominique Caille,Q101090697,Dominique Caillé,male
Reynald Mocquard,,,unknown
Michel Chauvin,Q98230657,Michel Chauvin,male
Marc Justy,,,unknown
Yves Mesnier,,,unknown
Suppleante Marie-Madeleine Dieulangard,,,unknown
Andre Tirot,,,unknown
Gerard Painseco,,,unknown
Marie-Madeleine Dieulangard,Q3292114,Marie-Madeleine Dieulangard,female
Raymond Boury,,,unknown
Henri Pinel,,,unknown
Jean-Claude Charrier,Q63455911,Jean-Claude Charrier,male
Pierre Gauthier,Q102393816,Pierre Gauthier,male
Elisabeth Drouet,,,unknown
Michel Ricoud,Q95000223,Michel Ricoud,male
Marc Brynhole,Q98235883,Marc Brynhole,male
Marin Trouve,,,unknown
Jean-Pierre Sueurmadame,,,unknown
Jean-Claude Penot,,,unknown
Francois Zaragoza,,,unknown
Jacques Douffiagues Juliane Le Cocq,,,unknown
Juliane Le Cocq,,,unknown
Christian Fromentin,,,unknown
Philippe Girardy,,,unknown
Leon Stephan,Q136622830,Léon Stéphane Kamagou Momeboll,male
J .- Ci. Portheault,,,unknown
Monique Choquel,,,unknown
Bernard Horsin,,,unknown
Pierre Mas Annie Rocca,,,unknown
B. Charles,Q102168535,Burnis Charles Peters,unknown
Robert Bories,,,unknown
Alain Fourgeaud,,,unknown
Jacques Ravanello,,,unknown
Dominique Tachoires,,,unknown
Henri Genin,Q120629413,Henri Génin,unknown
Mohamed Fettih,,,unknown
Francis Larribeau,,,unknown
Gerard Mersadier,,,unknown
Christian Vitrolles,,,unknown
Alain Mathiot,Q131419662,Alain Mathiot,male
Daniel Vincent,Q3014792,Daniel Vincent,male
Ginette Leroux,Q18744826,Ginette Leroux,female
Jacques Percereau,Q16798532,Jacques Percereau,male
Roger Thiebaut,,,unknown
Edith Pauvert,,,unknown
Alain Cremois,,,unknown
Emmanuel Gruand,,,unknown
Marc Lyoen,,,unknown
Leone Pouvreau,,,unknown
Michel Prevost,Q3310635,Michel Prévost,male
Michel Bonnette,,,unknown
Alain Levoyer,Q8318372,Alain Levoyer,male
Jacques Chereque,Q3158545,Jacques Chérèque,male
Qui- Les,,,unknown
Michel Ciubucciu,,,unknown
Paulette Guine,,,unknown
Marcel Guine,,,unknown
Martin Gray,Q708648,Martin Gray,male
Olivier Stirn Bernard Cauvin,,,unknown
Jean Tissot Sophie Hery,,,unknown
Sophie Hery,,,unknown
Hubert Carpentier,Q3141952,Hubert Carpentier,male
Andre Borchini,,,unknown
Chantal Tual,,,unknown
Francois Delmotte,Q73317252,Francois Delmotte,male
Jean-Claude Fontalirand,Q88889036,Jean-Claude Fontalirand,male
Pascal Focachon,,,unknown
Bruno Bourg-Broc Bruno Bourg-Broc,,,unknown
Yves Gautron,,,unknown
Jean-Marc Robert,Q102165338,Jean-Marc Robert,male
Jacques Robert,Q3159890,Jacques Robert,male
Jean-Robert Mougeot,,,unknown
Michele Marty,,,unknown
Pol Fontaine,,,unknown
Robert Boulommier,,,unknown
Jean-Marc Advenier,,,unknown
Jean-Marie Mercier,Q58097976,Jean-Marie Mercier,male
Hubert Laugery,,,unknown
Robert Kuhn,Q2226482,Robert Kühner,male
Jacques Dansan,,,unknown
Jean-Louis Thiebert,,,unknown
Robert Fourcart,,,unknown
Daniel Reichert,Q135926158,Daniel Reichert,male
Gilles Issadi,,,unknown
Claude Wild,Q115117442,Claude Wild,male
Bernard Thiry,Q97264510,Bernard Thiry,unknown
Jacques Mitre,,,unknown
Michel Dinet Jean-Paul Vinchelin,,,unknown
Jean-Yves Le Deaut Alain Corradi,,,unknown
Maxime Salucci,,,unknown
Evelyne Boucher,,,unknown
Jean-Paul Durieux,Q3168475,Jean-Paul Durieux,male
Noel Demange,,,unknown
Rancois Mitterrand,,,unknown
Michele Barzach,Q3311566,Michèle Barzach,female
Jean Sivigny,,,unknown
Jean-Michel Kervadec,,,unknown
Aime Kergueris,Q2828066,Aimé Kergueris,male
Jemenin De Pas,,,unknown
J. Bellanger,,,unknown
Loic Dufilhol,,,unknown
Jean Moec,,,unknown
Marcel Buchmann,,,unknown
J .- M. Rausch,,,unknown
Marcel Husson,Q3289042,Marcel Husson,male
Jean-Marie Nicolay,Q76874797,Jean-Marie Nicolay,male
Daniel Delrez,,,unknown
Hubert Schequenne,,,unknown
Henri Kaczmarek,,,unknown
Jean-Luc Chaigneau,Q65572187,Jean-Luc Chaigneau,male
Vianney Krebs,,,unknown
Alain Morisse,Q4705685,Alain Morissette,male
Andre Berthol Jean Schuler,,,unknown
Gerard Auburtin,,,unknown
Arsene Hatstatt,,,unknown
J.M. Demange,,,unknown
J.P. Heitz,,,unknown
J .- M. Demange,,,unknown
Christian Bemer,Q127332747,Christian Bemer,male
Albert Vivarelli,,,unknown
Marcel Charmant,Q3288791,Marcel Charmant,male
J. Larderet,,,unknown
Robert Bourcier,,,unknown
Cedre Cadena,,,unknown
Jean Despinois,,,unknown
Jacques Costa,Q62615909,Jacques Costa,male
Marie-Cecile Laidebeur,,,unknown
Marie-Danielle Remy,,,unknown
Denise Cacheux Rene Moerman,,,unknown
Marcel Deraedt,,,unknown
Olivier Laurent,Q102349220,Olivier Laurent,male
Gery Deffontaines,,,unknown
Robert Anselin,Q3434439,Robert Anselin,male
Monique Lefevre,,,unknown
Christian Grenier,Q135303,Christian Grenier,male
Jacques Benaroer,,,unknown
Martial Staad,,,unknown
Dinah Derycke- Caudron,,,unknown
Dinah Derycke-Caudron,,,unknown
Jean-Jacques Jouret,,,unknown
Jimmy Deroo,,,unknown
Alain Santy,Q1916555,Alain Santy,male
Pierre Carpentier,Q105954500,Pierre Carpentier,male
Jean-Paul Goetghebeur,,,unknown
Philippe Eymery,Q21600929,Philippe Eymery,male
Iste Wormhout,,,unknown
Andre Cauchon,,,unknown
Andre Fin,Q109811555,André Finot,unknown
Jean-Pierre Allossery,Q3168928,Jean-Pierre Allossery,male
Jocelyne Canivet,,,unknown
Francis Plus,,,unknown
Pierre Lefebvre,Q23055577,Pierre Lefebvre,male
Paulette Deblock,Q81418397,Paulette Deblock,female
Rene Cher,Q139504515,René Cheronnet Champollion,male
Pierre Boussard,Q30228562,Pierre Boussard,male
Dominique Slabolepszy,Q70759751,Dominique Slabolepszy,male
Pierre Dubreucq,,,unknown
Paul Raoult,Q3372071,Paul Raoult,male
Jean-Pierre Delmotte,,,unknown
Jean-Paul Angelelli,Q33526846,Jean-Paul Angelelli,male
Michel Gorin,Q105815981,Michel Gorin,male
Catherine D'Herbais,,,unknown
Jean-Pierre Baudry Vice-President,,,unknown
Gilles Masure,,,unknown
Bernard Collomb,Q172805,Bernard Collomb,male
Guy Harle D'Ophove,Q63106684,Guy Harlé d'Ophove,male
Jacques Desmoulin,,,unknown
Monsieur Fauroux,,,unknown
Francis Thabault,,,unknown
Joaquim Pueyo,Q3179736,Joaquim Pueyo,male
Jeanne Hardy,Q57915833,Jeanne Hardy,female
Maurice Brard,,,unknown
Jean Chatelais,,,unknown
Pre- Sident Francois Mitterrand,,,unknown
Alain De Quenetain,,,unknown
Alain Delebarre,,,unknown
Olivier Loiseau Suppleant,,,unknown
Gerard Coulbeuf,,,unknown
P Cont,Q73708224,Paola Contreras,unknown
Yvan Blot Yvan Blot,,,unknown
Jacques Savary,Q1964905,Jacques Savary,male
Marie-Paule Dacquigny,,,unknown
Christian Pierard,,,unknown
Thierry Agard,,,unknown
Genevieve Poklepa,,,unknown
Jean - Marie Calero,,,unknown
Julien Beauchamp,,,unknown
Michel Vancaille,Q122371554,Michel Vancaille,male
Hubert Caffet,,,unknown
Patrick Boursier,,,unknown
Henri Teilhol,,,unknown
Louis Virgoulay,,,unknown
Hubert Tarrerias,,,unknown
Jacques Lavest,,,unknown
Colette Lecat,,,unknown
Maurice Vigier,Q133578674,,male
Rene Bouyon,,,unknown
Georges Chatelus,,,unknown
Docteur J .- P. Decombas,,,unknown
Francois Cregut,Q65575559,François Cregut,male
Jean-Albert Intsaby,,,unknown
Maurice Chazeix,,,unknown
Maurice Colas,Q3300583,Maurice Colasson,male
Jean-Luc Decamp,,,unknown
M' Letalenet,,,unknown
Jean-Yves Lalanne,Q65587402,Jean-Yves Lalanne,male
Paul Sindic,,,unknown
Alexis Arette-Hourquet,Q2399783,Alexis Arette,male
Sylvano Marian,,,unknown
Imp. Du Labourd- Bayonne,,,unknown
Richard Irazusta,,,unknown
Michel Debaecker,,,unknown
A. Hunault,,,unknown
Josette Durrieu,Q3185933,Josette Durrieu,female
Patrick Bergugnat,,,unknown
Jean Vieu,Q111781805,Jean Vieu,male
Alphonse Bertho,,,unknown
Bernard Amigues,,,unknown
Eric Baseilhac,,,unknown
Michel Voillon Suppleant,,,unknown
Albert Sauvanet,,,unknown
Louis Chamorin,,,unknown
Guy Peytavi,,,unknown
Alain Marti,Q57321217,Alain Martinot,male
Maurice Fontanell,,,unknown
Alain Nunez,Q115246810,Alain Nunez,male
Michel Berdaguer,,,unknown
Georges Moly,,,unknown
Wahlkreis Von Straßburg,,,unknown
Claude Kunz,,,unknown
Jean-Michel Schaetzel,,,unknown
Paul Rall,Q75751298,Paul Ralli,male
Jean-Marie Lorentz,,,unknown
Herve Busse,,,unknown
Alphonse Beck,Q2651057,Alphonse Beck,male
Robert Spieler,Q3436341,Robert Spieler,male
Jean Oehler Euer,,,unknown
Christophe Rieffel,,,unknown
Michel Feuillas,Q137755730,Michel Feuillas,male
Jean-Daniel Zeter,,,unknown
Antoine Michon,Q48821531,Antoine Michon,male
Pierre Schott,Q3386960,Pierre Schott,male
Paul Heintz,Q104531799,Paul Heintzen,male
Bernard Schreiner Madame,,,unknown
Pierre Knittel Jean-Paul Fuchs,,,unknown
Jean-Paul Heider,Q16266640,Jean-Paul Heider,male
Roger Salengro,Q1400172,Roger Salengro,male
Jean-Marie Huez,,,unknown
Jean-Louis Wendling,,,unknown
J.M. Bockel,,,unknown
M. Bockel,,,unknown
Joseph Ledant,,,unknown
Andre Mure,Q78067288,André Muret,male
P Silland,,,unknown
Yves Rolland,Q108934545,Yves Rolland,male
Bruno D'Epenoux,,,unknown
Maurice Depierre,,,unknown
Nadine Jourdan-Sanne,,,unknown
Georges Mazard,,,unknown
Michele Cartant,,,unknown
Jacqueline Barral,Q124253666,Jacqueline Barral,female
Martine Roure,Q690432,Martine Roure,female
Pierre Grannec,,,unknown
Alain Girod,,,unknown
Maurice Charrier,Q3300557,Maurice Charrier,male
Annie Ferri,Q98581085,Annie Ferris,unknown
Gilbert Dumas,Q139470600,Gilbert Dumas,unknown
Laurent Clamaron,,,unknown
Georges Pham Dinh,,,unknown
Jean-Francois Morestain Madame,,,unknown
Jean-Francois Morestain,,,unknown
Jean Laplace,Q59525397,Jean Laplace,male
Alain Ruet,,,unknown
Christiane Constant,Q62887705,Christiane Constant,female
Franck Levasseur,,,unknown
Bernard Bellaton,,,unknown
G. Montcharmont,,,unknown
Michel Mauclair,Q133745454,,male
Eric Barthez,,,unknown
Yves Guyon,Q93435623,Yves Guyon,male
Germaine Patuel,,,unknown
Loic Niepceron,Q63490371,Loïc Niepceron,male
Serge Toulot,Q63766064,Serge Toulot,male
Pascal Martin,Q12353648,Pascal Martin,male
Claude Thiebaut,Q79088616,Claude Thiébaut,male
Bernadette Missey,,,unknown
Paulette Chossonnery,,,unknown
Paul Dargaud,,,unknown
Louis Cantat,,,unknown
Jean-Francois Gueullette,Q33105288,Jean-François Gueullette,male
Michele Rodier,Q130624825,Michèle Rodière,female
Jean-Louis Regniaud,,,unknown
Lucienne Claustre,,,unknown
Gerard Blondot,,,unknown
Jean Coupat,,,unknown
Martin Combe,Q3295381,Martin Combes,male
Nycette Isnard,,,unknown
Jean Daunay,,,unknown
Dr J. Vigoureux,,,unknown
Bertrand De Tarragon,,,unknown
Pierre Rolland,Q381718,Pierre Rolland,male
J.C Barlemont,,,unknown
Marcel De Cosse Brissac,,,unknown
Pierre Coutable,,,unknown
Georges Ract,,,unknown
Gratien Ferrari Jean Bollon,,,unknown
Jean-Paul Calloud,Q3168396,Jean-Paul Calloud,male
Joseph Fresno,,,unknown
Andre Darracq,,,unknown
Sylviane Floret,,,unknown
Suzanne Jacon,,,unknown
Jean Ethien,,,unknown
Bernard Chevallier,Q948712,Bernard Chevallier,male
Paul Bechet,,,unknown
Bernard Fachon,,,unknown
Guy Sueur,,,unknown
Yves Sautier,Q3573961,Yves Sautier,male
Lucette Vicin,,,unknown
Ernest Nycollin,Q3057109,Ernest Nycollin,male
Serge Dupessey,,,unknown
Simonne Goenvic,,,unknown
Jean-Francois Tournadre,,,unknown
Jean-Philippe Hubin Suppleant,,,unknown
Jean-Pierre Leroux,Q3169506,Jean-Pierre Leroux,male
Jean-Claude Varanne,Q3165254,Jean-Claude Varanne,male
Joel Biard,Q3187359,Joël Biard,male
Jean-Francois Touze,Q3165918,Jean-François Touzé,male
Jean-Francois Delenda,Q114391596,Jean-François Delenda,male
Daniel Vaubaillon,,,unknown
Serge Boucheny,Q3479214,Serge Boucheny,male
Andre Ducournau,,,unknown
Jacqueline Penit,,,unknown
Bruno Negroni,,,unknown
Vincent Creusat,,,unknown
Noelle Mansoux,,,unknown
Antoine Leborgne,,,unknown
Rene Galy-Dejean,Q3426242,René Galy-Dejean,male
Raymonde Contensous,,,unknown
Francis Cremieux,Q3081371,Francis Crémieux,male
Serge Jeanneret,Q3479360,Serge Jeanneret,male
Michel Rizzi,,,unknown
Jean-Pierre Reveau,Q3169697,Jean-Pierre Reveau,male
Patrick Faure,Q173615,Patrick Faure,male
Roger Madec,Q3439235,Roger Madec,male
Raymond Fraysse,,,unknown
Didier Chartier,Q100268247,Didier A. Chartier,male
Francoise Siard,,,unknown
Philippe Duperron,,,unknown
Patrice Dupray,Q65579850,Patrice Dupray,male
Claude Laplace Annie Guillemet,,,unknown
Jean Lallemand,Q110394832,Jean Lallemand,male
Monique Randou,,,unknown
Gerard Heuze,Q30728794,Gérard Heuzé,male
Janine Dezaille,,,unknown
Gerard Blondel,Q97603972,Gérard Blondel,unknown
J. Vittrant,,,unknown
Michel Tieursin,,,unknown
Roger Fosse Jacques Couture,,,unknown
Ph. Vallee,,,unknown
R. Bourdon,Q123676329,Raoul Bourdon,male
Alain Carment,,,unknown
Herve Le Mouellic,,,unknown
Liliane Ganille,,,unknown
Thierry Blanchard,,,unknown
Thierry De Beauce,Q3524576,Thierry de Beaucé,male
Jose Ruiz,Q2901542,José Ruiz y Blasco,male
Laure Greuzat,,,unknown
Jean-Pierre Bontoux,,,unknown
Noel Fraboulet,,,unknown
Pierre-Jean Prillard,,,unknown
Ch. Cova,,,unknown
Christian Marchandeau,Q62077217,Christian Marchandeau,male
J.P. Fourre,,,unknown
Daniel Guillaume,Q95911007,Daniel Guillaume,male
Jean-Pierre Savojni,,,unknown
Jean Kirchheim,,,unknown
F. Miterrand,,,unknown
Andre Pigne,Q65596331,André Pigné,male
Andre Pigne Jacques Lollioz,,,unknown
Joel Jegouzo,,,unknown
Claude Manche,,,unknown
Jack Brehin,,,unknown
Philippe Colombani,Q3379621,Philippe Colombani,male
Jean-Pierre Duclos,Q15069992,Jean-Pierre Duclos,male
Alain Binet,Q65567357,Alain Binet,male
Catherine Arenou,Q62077729,Catherine Arenou,female
Henri Jeannequin,,,unknown
Jean-Marc Alcaraz,,,unknown
Florence Dizac,,,unknown
Christine Boutin,Q271537,Christine Boutin,female
Olivier Cazal,Q7088135,Olivier Cazal,male
Andre Clert,Q2847535,André Clert,male
Max Rouvreau,,,unknown
Marcel Eon,,,unknown
B. Monrouzeau,,,unknown
Serge Delannoy,,,unknown
Yves Le Diascorn,Q138364856,Yves Le Diascorn,male
Jean Luc Lefebvre,Q55620543,Jean-Luc Lefebvre,male
Adrien Delepine,,,unknown
Gilbert Temmermann,,,unknown
Dominique Drancourt,,,unknown
Marguerite Dauby,,,unknown
Stephane Demilly,Q3501722,Stéphane Demilly,male
Paul Courtin,Q3370945,Paul Courtin,male
Louis Baudouin,Q89286617,Louis Baudouin,unknown
Christian Manable,Q18215234,Christian Manable,male
Jacques Goulesque,Q105623187,Jacques Goulesque,male
Marcel Petitjean,,,unknown
Michel De Chanterac,Q136121302,Michel de Chanterac,male
Jean-Marie Daudet,,,unknown
Philippe Bonnecarrere,Q3379387,Philippe Bonnecarrère,male
Jean-Paul Mayer,Q59159963,Jean-Paul Mayer,male
Francois Durroux,,,unknown
Jacques Cauquil,,,unknown
Pierre Balfet,,,unknown
Joelle Greder,,,unknown
Robert Boirot,,,unknown
Norbert Magro,,,unknown
Evelyne Dutertre,,,unknown
Madeleine Brun,Q124638873,Madeleine Brunelet,female
Alain Rivas,Q18199804,Alain Rivas,male
Robert Gaia,Q16672954,Robert Gaïa,male
Jean-Paul Lonjon,,,unknown
Gaston Biancotto,,,unknown
Georges Randon,,,unknown
Gerard Orts,,,unknown
Leopold Ritondale,Q3271876,Léopold Ritondale,male
Gilbert Granet,,,unknown
Adrien Chiavazza,,,unknown
Barthelemy Mariani Yvonne Arrou.Vignod,,,unknown
Yves Lombard,,,unknown
Jean-Pierre Nardini,,,unknown
Fernand Libourel,,,unknown
